t,delivered_useful,delivered_storm,processed_useful,processed_storm,inbox_fill_mean
53.0,1069.6,10000,1069.2,10000,0.0
54.0,1092,10000,1090.8,10000,0.001
55.0,1111.6,10000,1109.8,10000,0.001
56.0,1128.6,10000,1128.2,10000,0.0
57.0,1150.6,10000,1148.6,10000,0.001
58.0,1170.4,10000,1169.2,10000,0.001
59.0,1187.8,10000,1187,10000,0.0
60.0,1207.8,10000,1206.8,10000,0.001
61.0,1226.2,10000,1225.2,10000,0.001
62.0,1245.6,10000,1245.4,10000,0.0
63.0,1268.6,10000,1267.8,10000,0.0
64.0,1289,10000,1287.4,10000,0.001
65.0,1306,10000,1305.4,10000,0.0
66.0,1324.2,10000,1323,10000,0.001
67.0,1341.2,10000,1339.4,10000,0.001
68.0,1362,10000,1361,10000,0.001
69.0,1383.4,10000,1383,10000,0.0
70.0,1402.8,10000,1402.4,10000,0.0
71.0,1426,10000,1425.4,10000,0.0
72.0,1443.6,10000,1443.2,10000,0.0
73.0,1464.6,10000,1463.6,10000,0.001
74.0,1485.8,10000,1485.4,10000,0.0
75.0,1504,10000,1503.2,10000,0.0
76.0,1520.2,10000,1519.2,10000,0.001
77.0,1538,10000,1537.4,10000,0.0
78.0,1558.8,10000,1557.6,10000,0.001
79.0,1578.8,10000,1578.4,10000,0.0
80.0,1596.4,10000,1595.6,10000,0.0
81.0,1614.8,10000,1613.6,10000,0.001
82.0,1632.8,10000,1632.4,10000,0.0
83.0,1654.8,10000,1654.2,10000,0.0
84.0,1672.8,10000,1671.8,10000,0.001
85.0,1694.6,10000,1693.2,10000,0.001
86.0,1711.4,10000,1710.2,10000,0.001
87.0,1734.6,10000,1734,10000,0.0
88.0,1756.2,10000,1754.6,10000,0.001
89.0,1779.2,10000,1778.4,10000,0.0
90.0,1798.6,10000,1796.8,10000,0.001
91.0,1818.2,10000,1816.6,10000,0.001
92.0,1835,10000,1834,10000,0.001
93.0,1854.2,10000,1853.4,10000,0.0
94.0,1877.6,10000,1877.2,10000,0.0
95.0,1899.6,10000,1898.4,10000,0.001
96.0,1919.6,10000,1917.8,10000,0.001
97.0,1939.4,10000,1938.4,10000,0.001
98.0,1960.2,10000,1959.6,10000,0.0
99.0,1978.6,10000,1977.4,10000,0.001
100.0,2000.6,10000,2000,10000,0.0
101.0,2021.2,10000,2020.2,10000,0.001
102.0,2040.2,10000,2039.6,10000,0.0
103.0,2060.8,10000,2060.2,10000,0.0
104.0,2082.4,10000,2081.4,10000,0.001
105.0,2103.6,10000,2102,10000,0.001
106.0,2119,10000,2117.4,10000,0.001
107.0,2138.4,10000,2137.8,10000,0.0
108.0,2155.6,10000,2154.6,10000,0.001
109.0,2177.4,10000,2175.6,10000,0.001
110.0,2198,10000,2196.6,10000,0.001
111.0,2221.4,10000,2219.4,10000,0.001
112.0,2242,10000,2240.6,10000,0.001
113.0,2257.2,10000,2256.6,10000,0.0
114.0,2275.6,10000,2274.6,10000,0.001
115.0,2291.4,10000,2290.6,10000,0.0
116.0,2310,10000,2309.2,10000,0.0
117.0,2331,10000,2330,10000,0.001
118.0,2352.6,10000,2352.2,10000,0.0
119.0,2370.2,10000,2369.4,10000,0.0
120.0,2390.2,10000,2388.4,10000,0.001
121.0,2409,10000,2407.6,10000,0.001
122.0,2428.8,10000,2428.2,10000,0.0
123.0,2448.4,10000,2447.2,10000,0.001
124.0,2467.8,10000,2466.8,10000,0.001
125.0,2485.8,10000,2485.4,10000,0.0
126.0,2502.6,10000,2501.6,10000,0.001
127.0,2525.6,10000,2525,10000,0.0
128.0,2545,10000,2542.8,10000,0.001
129.0,2561.2,10000,2560.4,10000,0.0
130.0,2581.2,10000,2579.6,10000,0.001
131.0,2601,10000,2600.6,10000,0.0
132.0,2620.8,10000,2619.4,10000,0.001
133.0,2643.6,10000,2642.2,10000,0.001
134.0,2661.8,10000,2660,10000,0.001
135.0,2681.2,10000,2680,10000,0.001
136.0,2702.4,10000,2701.2,10000,0.001
137.0,2720.8,10000,2719.6,10000,0.001
138.0,2740,10000,2738.8,10000,0.001
139.0,2759.2,10000,2758.8,10000,0.0
140.0,2777.6,10000,2776.6,10000,0.001
141.0,2798.8,10000,2797.4,10000,0.001
142.0,2817.6,10000,2816.8,10000,0.0
143.0,2839.2,10000,2838.2,10000,0.001
144.0,2859,10000,2858.4,10000,0.0
145.0,2877.8,10000,2876.6,10000,0.001
146.0,2895,10000,2893.6,10000,0.001
147.0,2917,10000,2916.2,10000,0.0
148.0,2933.8,10000,2933.2,10000,0.0
149.0,2954.6,10000,2952.8,10000,0.001
150.0,2977.6,10000,2976.6,10000,0.001
151.0,2999.8,10000,2998.8,10000,0.001
152.0,3017.8,10000,3016.6,10000,0.001
153.0,3040,10000,3038,10000,0.001
154.0,3059.6,10000,3058.8,10000,0.0
155.0,3081.2,10000,3080.6,10000,0.0
156.0,3101.8,10000,3100.6,10000,0.001
157.0,3122,10000,3120,10000,0.001
158.0,3145.2,10000,3143.8,10000,0.001
159.0,3162.8,10000,3161.6,10000,0.001
160.0,3181.8,10000,3181.2,10000,0.0
161.0,3203,10000,3201.8,10000,0.001
162.0,3224.8,10000,3223.4,10000,0.001
163.0,3245.8,10000,3244.4,10000,0.001
164.0,3264.8,10000,3262.8,10000,0.001
165.0,3281.8,10000,3280.8,10000,0.001
166.0,3302.6,10000,3301.8,10000,0.0
167.0,3323.8,10000,3322.4,10000,0.001
168.0,3345.8,10000,3343.8,10000,0.001
169.0,3367.8,10000,3366.6,10000,0.001
170.0,3388.2,10000,3387,10000,0.001
171.0,3409.2,10000,3407.2,10000,0.001
172.0,3430.4,10000,3429.2,10000,0.001
173.0,3448.4,10000,3446.8,10000,0.001
174.0,3470,10000,3468.6,10000,0.001
175.0,3489.2,10000,3489.2,10000,0.0
176.0,3511.4,10000,3510.2,10000,0.001
177.0,3530.6,10000,3529.8,10000,0.0
178.0,3549.4,10000,3547.8,10000,0.001
179.0,3569,10000,3567.8,10000,0.001
180.0,3590.8,10000,3589.8,10000,0.001
181.0,3610.4,10000,3609.6,10000,0.0
182.0,3630.6,10000,3629.8,10000,0.0
183.0,3646.8,10000,3646.4,10000,0.0
184.0,3667.2,10000,3666,10000,0.001
185.0,3687.6,10000,3687.2,10000,0.0
186.0,3706.2,10000,3704.8,10000,0.001
187.0,3722.2,10000,3721.8,10000,0.0
188.0,3747,10000,3746.2,10000,0.0
189.0,3768.4,10000,3766.4,10000,0.001
190.0,3786.4,10000,3786,10000,0.0
191.0,3805.8,10000,3804.4,10000,0.001
192.0,3823,10000,3821.6,10000,0.001
193.0,3842.2,10000,3841.2,10000,0.001
194.0,3863.6,10000,3862.6,10000,0.001
195.0,3883.2,10000,3881.4,10000,0.001
196.0,3902.4,10000,3901.4,10000,0.001
197.0,3924.2,10000,3923.4,10000,0.0
198.0,3942.8,10000,3941.6,10000,0.001
199.0,3964,10000,3962.6,10000,0.001
200.0,3983.8,10000,3983.2,10000,0.0
