t,delivered_useful,delivered_storm,processed_useful,processed_storm,inbox_fill_mean
53.0,1052.4,10000,962.8,5835.4,0.001
54.0,1073,10000,983.4,5835.4,0.001
55.0,1092.2,10000,1003.2,5835.4,0.0
56.0,1111.2,10000,1021.8,5835.4,0.001
57.0,1132.6,10000,1043.8,5835.4,0.0
58.0,1151.4,10000,1062.8,5835.4,0.0
59.0,1170,10000,1080.8,5835.4,0.0
60.0,1189,10000,1099.2,5835.4,0.001
61.0,1208.6,10000,1119.2,5835.4,0.001
62.0,1229.8,10000,1141,5835.4,0.0
63.0,1252.2,10000,1163,5835.4,0.0
64.0,1274.4,10000,1185,5835.4,0.001
65.0,1297,10000,1206.4,5835.4,0.001
66.0,1315.8,10000,1227,5835.4,0.0
67.0,1338.8,10000,1249.4,5835.4,0.001
68.0,1357.4,10000,1267.8,5835.4,0.001
69.0,1375.6,10000,1286,5835.4,0.001
70.0,1395.8,10000,1307,5835.4,0.0
71.0,1417,10000,1327.4,5835.4,0.001
72.0,1440,10000,1349.8,5835.4,0.001
73.0,1461.6,10000,1372.6,5835.4,0.0
74.0,1485.2,10000,1395.6,5835.4,0.001
75.0,1504.8,10000,1414.8,5835.4,0.001
76.0,1523.4,10000,1433.2,5835.4,0.001
77.0,1544,10000,1454,5835.4,0.001
78.0,1560,10000,1471,5835.4,0.0
79.0,1579.4,10000,1490.8,5835.4,0.0
80.0,1598.6,10000,1509.6,5835.4,0.0
81.0,1619,10000,1529.4,5835.4,0.001
82.0,1636.6,10000,1547,5835.4,0.001
83.0,1659.8,10000,1570.4,5835.4,0.001
84.0,1680.4,10000,1589.8,5835.4,0.001
85.0,1699,10000,1609.6,5835.4,0.001
86.0,1717.6,10000,1627.6,5835.4,0.001
87.0,1739.2,10000,1650,5835.4,0.0
88.0,1760.6,10000,1671,5835.4,0.001
89.0,1779.8,10000,1690.6,5835.4,0.0
90.0,1801.2,10000,1712.4,5835.4,0.0
91.0,1821.6,10000,1732.2,5835.4,0.001
92.0,1839.4,10000,1749.2,5835.4,0.001
93.0,1855.8,10000,1765.8,5835.4,0.001
94.0,1875.2,10000,1785.8,5835.4,0.001
95.0,1895,10000,1805.8,5835.4,0.0
96.0,1916.6,10000,1827.2,5835.4,0.001
97.0,1933.4,10000,1844.6,5835.4,0.0
98.0,1954.6,10000,1865,5835.4,0.001
99.0,1973.6,10000,1884,5835.4,0.001
100.0,1991.8,10000,1902.6,5835.4,0.0
101.0,2012.4,10000,1922.4,5835.4,0.001
102.0,2033.8,10000,1943.8,5835.4,0.001
103.0,2053.4,10000,1964,5835.4,0.001
104.0,2071.4,10000,1982.4,5835.4,0.0
105.0,2093.4,10000,2004.2,5835.4,0.0
106.0,2116,10000,2026.6,5835.4,0.001
107.0,2133,10000,2043.6,5835.4,0.001
108.0,2153.2,10000,2063.8,5835.4,0.001
109.0,2177.2,10000,2087.2,5835.4,0.001
110.0,2196.8,10000,2107.8,5835.4,0.0
111.0,2216.8,10000,2126.8,5835.4,0.001
112.0,2241.2,10000,2152,5835.4,0.0
113.0,2259.2,10000,2170,5835.4,0.0
114.0,2279.8,10000,2190.4,5835.4,0.001
115.0,2303.6,10000,2214.6,5835.4,0.0
116.0,2324.6,10000,2233.6,5835.4,0.001
117.0,2344.4,10000,2255.6,5835.4,0.0
118.0,2364,10000,2274.6,5835.4,0.001
119.0,2387.4,10000,2298.2,5835.4,0.0
120.0,2406,10000,2317,5835.4,0.0
121.0,2428,10000,2338.6,5835.4,0.001
122.0,2448.4,10000,2358.6,5835.4,0.001
123.0,2471.6,10000,2382.4,5835.4,0.0
124.0,2491.8,10000,2402.8,5835.4,0.0
125.0,2511.6,10000,2422.4,5835.4,0.0
126.0,2534.4,10000,2445.2,5835.4,0.0
127.0,2553.6,10000,2463.6,5835.4,0.001
128.0,2575,10000,2485.6,5835.4,0.001
129.0,2591.4,10000,2501.8,5835.4,0.001
130.0,2612.2,10000,2523,5835.4,0.0
131.0,2631.2,10000,2542.4,5835.4,0.0
132.0,2650.4,10000,2561,5835.4,0.001
133.0,2666.6,10000,2576.4,5835.4,0.001
134.0,2687,10000,2597.8,5835.4,0.0
135.0,2708,10000,2618.6,5835.4,0.001
136.0,2729.8,10000,2640.2,5835.4,0.001
137.0,2748.8,10000,2660,5835.4,0.0
138.0,2764,10000,2674.2,5835.4,0.001
139.0,2783.4,10000,2693.2,5835.4,0.001
140.0,2802.8,10000,2712.8,5835.4,0.001
141.0,2825,10000,2735.6,5835.4,0.001
142.0,2842,10000,2752.8,5835.4,0.0
143.0,2862,10000,2772.2,5835.4,0.001
144.0,2882.8,10000,2793.4,5835.4,0.001
145.0,2904,10000,2814.8,5835.4,0.0
146.0,2924.4,10000,2834.8,5835.4,0.001
147.0,2944,10000,2854.8,5835.4,0.0
148.0,2964.8,10000,2875.2,5835.4,0.001
149.0,2983.2,10000,2893.4,5835.4,0.001
150.0,3004.4,10000,2914.4,5835.4,0.001
151.0,3022.4,10000,2933,5835.4,0.001
152.0,3038,10000,2948.8,5835.4,0.0
153.0,3056,10000,2967.2,5835.4,0.0
154.0,3078.4,10000,2989.2,5835.4,0.0
155.0,3097.4,10000,3007.4,5835.4,0.001
156.0,3117.8,10000,3028,5835.4,0.001
157.0,3139.4,10000,3050.6,5835.4,0.0
158.0,3154.6,10000,3065.4,5835.4,0.0
159.0,3176.6,10000,3087.8,5835.4,0.0
160.0,3199.2,10000,3109.2,5835.4,0.001
161.0,3219.2,10000,3129.8,5835.4,0.001
162.0,3240.6,10000,3151,5835.4,0.001
163.0,3262,10000,3172.6,5835.4,0.001
164.0,3283.8,10000,3194.4,5835.4,0.001
165.0,3302.4,10000,3212.6,5835.4,0.001
166.0,3323,10000,3234,5835.4,0.0
167.0,3343,10000,3254,5835.4,0.0
168.0,3362.6,10000,3273.8,5835.4,0.0
169.0,3383.6,10000,3294.6,5835.4,0.0
170.0,3405.6,10000,3316,5835.4,0.001
171.0,3427.6,10000,3338,5835.4,0.001
172.0,3449.8,10000,3360.2,5835.4,0.001
173.0,3466.8,10000,3377.2,5835.4,0.001
174.0,3486,10000,3396.4,5835.4,0.001
175.0,3506,10000,3415.8,5835.4,0.001
176.0,3525.6,10000,3436.6,5835.4,0.0
177.0,3545.8,10000,3456.6,5835.4,0.0
178.0,3566.2,10000,3476.2,5835.4,0.001
179.0,3585.4,10000,3496.4,5835.4,0.0
180.0,3604.2,10000,3514.4,5835.4,0.001
181.0,3625.8,10000,3536.2,5835.4,0.001
182.0,3644.8,10000,3555.8,5835.4,0.0
183.0,3667.4,10000,3578,5835.4,0.001
184.0,3685.6,10000,3596.2,5835.4,0.001
185.0,3703.2,10000,3613.6,5835.4,0.001
186.0,3728.8,10000,3639.4,5835.4,0.001
187.0,3746.4,10000,3656.8,5835.4,0.001
188.0,3763.2,10000,3673.8,5835.4,0.001
189.0,3782,10000,3692,5835.4,0.001
190.0,3799.2,10000,3710.4,5835.4,0.0
191.0,3816.8,10000,3727.2,5835.4,0.001
192.0,3835.6,10000,3746.6,5835.4,0.0
193.0,3858.2,10000,3768.6,5835.4,0.001
194.0,3876,10000,3787.6,5835.4,0.0
195.0,3897.8,10000,3808.2,5835.4,0.001
196.0,3914,10000,3825.2,5835.4,0.0
197.0,3931,10000,3841.8,5835.4,0.0
198.0,3949.8,10000,3859.8,5835.4,0.001
199.0,3967.6,10000,3878.4,5835.4,0.0
200.0,3991.6,10000,3901.6,5835.4,0.001
