t,delivered_useful,delivered_storm,processed_useful,processed_storm,inbox_fill_mean
53.0,1084.4,43192,558,16735.6,0.995
54.0,1101.6,44204,567,17133.4,0.993
55.0,1119.4,45208,575.6,17512.8,0.996
56.0,1142.2,46300,581,17893.6,0.993
57.0,1162.2,47276,587.2,18284.8,0.99
58.0,1179.8,48236,593,18680,0.995
59.0,1199.4,49356,601.4,19082.2,0.991
60.0,1222.8,49976,608.6,19462,0.929
61.0,1242.2,50000,616.6,19864,0.74
62.0,1263.6,50000,623,20257,0.551
63.0,1283.2,50000,630.8,20674.6,0.348
64.0,1307.2,50000,652.2,21050.4,0.161
65.0,1329,50000,719.8,21264,0.032
66.0,1350,50000,774.6,21288,0.003
67.0,1371,50000,799.4,21288.2,0.001
68.0,1388.2,50000,816.6,21288.2,0.001
69.0,1409.4,50000,838.2,21288.2,0.001
70.0,1427.4,50000,857.2,21288.2,0.0
71.0,1447,50000,876.4,21288.2,0.0
72.0,1467.2,50000,896.2,21288.2,0.001
73.0,1486.6,50000,915,21288.2,0.001
74.0,1503.6,50000,933.2,21288.2,0.0
75.0,1521.2,50000,950,21288.2,0.001
76.0,1538,50000,967,21288.2,0.001
77.0,1558.2,50000,987.2,21288.2,0.001
78.0,1577.2,50000,1006,21288.2,0.001
79.0,1595.4,50000,1023.4,21288.2,0.001
80.0,1618,50000,1046.2,21288.2,0.001
81.0,1637.2,50000,1066.4,21288.2,0.0
82.0,1656.8,50000,1085.8,21288.2,0.001
83.0,1674.2,50000,1103.6,21288.2,0.0
84.0,1692.4,50000,1121.4,21288.2,0.001
85.0,1714.2,50000,1142.4,21288.2,0.001
86.0,1731.8,50000,1160.2,21288.2,0.001
87.0,1752,50000,1180.2,21288.2,0.001
88.0,1776.8,50000,1206,21288.2,0.0
89.0,1797.2,50000,1225.6,21288.2,0.001
90.0,1819,50000,1247,21288.2,0.001
91.0,1841.2,50000,1270.8,21288.2,0.0
92.0,1863,50000,1292,21288.2,0.001
93.0,1881,50000,1309.8,21288.2,0.001
94.0,1898.4,50000,1327.6,21288.2,0.0
95.0,1916,50000,1344,21288.2,0.001
96.0,1937.8,50000,1366.8,21288.2,0.001
97.0,1958.4,50000,1386.8,21288.2,0.001
98.0,1975.4,50000,1404.6,21288.2,0.0
99.0,1995.4,50000,1424.2,21288.2,0.001
100.0,2016,50000,1444.4,21288.2,0.001
101.0,2036.4,50000,1465.4,21288.2,0.001
102.0,2057.6,50000,1487,21288.2,0.0
103.0,2081.2,50000,1510.4,21288.2,0.0
104.0,2104.2,50000,1532,21288.2,0.001
105.0,2120,50000,1549.2,21288.2,0.0
106.0,2139.2,50000,1566.8,21288.2,0.001
107.0,2159.6,50000,1588.6,21288.2,0.001
108.0,2179.2,50000,1607.6,21288.2,0.001
109.0,2197.8,50000,1626.6,21288.2,0.001
110.0,2219.8,50000,1648.8,21288.2,0.001
111.0,2236,50000,1665.2,21288.2,0.0
112.0,2256.8,50000,1685,21288.2,0.001
113.0,2273.6,50000,1703.2,21288.2,0.0
114.0,2295.2,50000,1724,21288.2,0.001
115.0,2315.4,50000,1744.2,21288.2,0.001
116.0,2334.2,50000,1762.6,21288.2,0.001
117.0,2356.6,50000,1785,21288.2,0.001
118.0,2379.6,50000,1807.8,21288.2,0.001
119.0,2402.4,50000,1831.4,21288.2,0.001
120.0,2421.6,50000,1850.6,21288.2,0.001
121.0,2436.6,50000,1866.4,21288.2,0.0
122.0,2457.4,50000,1885.4,21288.2,0.001
123.0,2478,50000,1906.8,21288.2,0.001
124.0,2498.2,50000,1926.8,21288.2,0.001
125.0,2518.8,50000,1947.8,21288.2,0.001
126.0,2536.8,50000,1966.2,21288.2,0.0
127.0,2558.8,50000,1988.4,21288.2,0.0
128.0,2578.8,50000,2008.2,21288.2,0.0
129.0,2600,50000,2029,21288.2,0.001
130.0,2619.6,50000,2049,21288.2,0.0
131.0,2639,50000,2067.8,21288.2,0.001
132.0,2658,50000,2086.6,21288.2,0.001
133.0,2678.4,50000,2107.6,21288.2,0.0
134.0,2698.4,50000,2125.8,21288.2,0.001
135.0,2716.4,50000,2145.4,21288.2,0.001
136.0,2739,50000,2168.4,21288.2,0.0
137.0,2758.4,50000,2187,21288.2,0.001
138.0,2778.8,50000,2208.2,21288.2,0.0
139.0,2798.2,50000,2227.2,21288.2,0.001
140.0,2816.4,50000,2245.2,21288.2,0.001
141.0,2840.4,50000,2269.4,21288.2,0.001
142.0,2860.2,50000,2289.4,21288.2,0.0
143.0,2881,50000,2309,21288.2,0.001
144.0,2902.6,50000,2331.8,21288.2,0.0
145.0,2922.6,50000,2351.8,21288.2,0.0
146.0,2943.4,50000,2372.4,21288.2,0.001
147.0,2965.2,50000,2394,21288.2,0.001
148.0,2988.4,50000,2417.8,21288.2,0.0
149.0,3005.4,50000,2434.6,21288.2,0.0
150.0,3024.4,50000,2453.2,21288.2,0.001
151.0,3050.8,50000,2480.6,21288.2,0.0
152.0,3071.4,50000,2500.2,21288.2,0.001
153.0,3090.8,50000,2520.8,21288.2,0.0
154.0,3109.6,50000,2538.2,21288.2,0.001
155.0,3128,50000,2557.6,21288.2,0.0
156.0,3148,50000,2576.4,21288.2,0.001
157.0,3170,50000,2598.8,21288.2,0.001
158.0,3191.2,50000,2620.4,21288.2,0.0
159.0,3209.6,50000,2638,21288.2,0.001
160.0,3227.8,50000,2656.6,21288.2,0.001
161.0,3248.2,50000,2676,21288.2,0.001
162.0,3268.2,50000,2697.6,21288.2,0.0
163.0,3289.6,50000,2718,21288.2,0.001
164.0,3314.8,50000,2742.8,21288.2,0.001
165.0,3333.8,50000,2762.8,21288.2,0.001
166.0,3352,50000,2780.2,21288.2,0.001
167.0,3370.8,50000,2799.8,21288.2,0.001
168.0,3389.4,50000,2817.8,21288.2,0.001
169.0,3408.8,50000,2837.6,21288.2,0.001
170.0,3432,50000,2859.8,21288.2,0.001
171.0,3452.2,50000,2880.8,21288.2,0.001
172.0,3470.4,50000,2899.4,21288.2,0.001
173.0,3490.4,50000,2918.6,21288.2,0.001
174.0,3508,50000,2937.2,21288.2,0.0
175.0,3529.4,50000,2958.8,21288.2,0.0
176.0,3549,50000,2978.6,21288.2,0.0
177.0,3566.8,50000,2995.2,21288.2,0.001
178.0,3586.2,50000,3015,21288.2,0.001
179.0,3600.8,50000,3030.4,21288.2,0.0
180.0,3622.6,50000,3051.4,21288.2,0.001
181.0,3642.8,50000,3072.6,21288.2,0.0
182.0,3664.4,50000,3094,21288.2,0.0
183.0,3684.6,50000,3113.2,21288.2,0.001
184.0,3701.4,50000,3130.8,21288.2,0.0
185.0,3719.2,50000,3148.8,21288.2,0.0
186.0,3740.8,50000,3169.8,21288.2,0.001
187.0,3761,50000,3190.6,21288.2,0.0
188.0,3781.6,50000,3210,21288.2,0.001
189.0,3799.4,50000,3227.8,21288.2,0.001
190.0,3820.8,50000,3249.8,21288.2,0.001
191.0,3841.2,50000,3270.6,21288.2,0.0
192.0,3863.4,50000,3292.4,21288.2,0.001
193.0,3881.4,50000,3310.4,21288.2,0.001
194.0,3896.8,50000,3325.6,21288.2,0.001
195.0,3918,50000,3347.4,21288.2,0.0
196.0,3935.6,50000,3364.4,21288.2,0.001
197.0,3952.4,50000,3381.4,21288.2,0.001
198.0,3971.4,50000,3400.8,21288.2,0.0
199.0,3991.2,50000,3420.2,21288.2,0.001
200.0,4010,50000,3438.8,21288.2,0.001
